individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,individualIdSource,species,sex,genotype,genotypeBackground,room,litter,matingID,dateBirth,dateDeath,treatmentType,Climb_Identifier,ExternalIdentifier,StockNumber,OfficialName,modelSystemName,CurrentLocationPath,MaterialOrigin,AnimalStatus,ExitReason,PhysicalMarker,Generation,AnimalMatingStatus,Comments,jobNumber,Microchip Number,Diet,Birth ID,brainWeight,animalWeight,modelCommonName
287700240,287700240rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,C57BL6J,C57BL6J,NB109C,,,9/19/2017,5/22/2018,,267159,,664,C57BL/6J,C57BL6J,,IU,H.Harvested,H.Harvested,,,Virgin,,Deep Phenotyping 8mo,287700240,6%,109C,,,C57BL6J
288593663,288593663rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,8/17/2017,8/17/2018,,266471,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 12 month molecular",288593663,6%,109C,,,APOE4
288601524,288601524rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,9/1/2017,5/1/2018,,266463,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288601524,6%,109C,,,APOE4
288601656,288601656rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,8/16/2017,4/11/2018,,266456,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288601656,6%,109C,,,APOE4
288605482,288605482rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,9/4/2017,1/8/2018,,266445,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 4 month molecular",288605482,6%,109C,,,APOE4
288634327,288634327rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,9/1/2017,5/1/2018,,266465,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288634327,6%,109C,,,APOE4
288638224,288638224rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,8/31/2017,10/16/2018,,266755,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 12 month molecular",288638224,6%,109C,,,LOAD1
288638583,288638583rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,8/16/2017,8/15/2018,,266233,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 12 month molecular",288638583,6%,109C,,,LOAD1
288642471,288642471rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,9/4/2017,1/8/2018,,266453,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 4 month molecular",288642471,6%,109C,,,APOE4
288646339,288646339rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,9/1/2017,1/8/2018,,266451,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 4 month molecular",288646339,6%,109C,,,APOE4
288658504,288658504rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,9/4/2017,1/8/2018,,266448,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 4 month molecular",288658504,6%,109C,,,APOE4
288683139,288683139rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,9/4/2017,1/8/2018,,266454,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 4 month molecular",288683139,6%,109C,,,APOE4
288688062,288688062rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,8/16/2017,4/11/2018,,266461,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288688062,6%,109C,,,APOE4
288691594,288691594rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,Trem2R47H_homozygous,C57BL6J,NB109C,,,9/4/2017,5/4/2018,,267087,,27918,C57BL/6J-Trem2em1Adiuj/J,Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"Trem2R47H molecular , 8 month molecular",288691594,6%,109C,,,Trem2R47H
288691798,288691798rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,9/4/2017,7/15/2019,,266447,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 4 month molecular",288691798,6%,109C,,,APOE4
288696281,288696281rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,8/17/2017,8/17/2018,,266473,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 12 month molecular",288696281,6%,109C,,,APOE4
288703669,288703669rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,9/4/2017,10/16/2018,,266835,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 12 month molecular",288703669,6%,109C,,,LOAD1
288724344,288724344rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,9/2/2017,1/8/2018,,266452,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 4 month molecular",288724344,6%,109C,,,APOE4
288732404,288732404rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,8/31/2017,8/21/2018,,266725,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 12 month molecular",288732404,6%,109C,,,LOAD1
288737229,288737229rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,6/20/2017,6/7/2018,,263970,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 12 month molecular",288737229,6%,109C,,,APOE4
288740353,288740353rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,8/17/2017,8/17/2018,,266475,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 12 month molecular",288740353,6%,109C,,,APOE4
288740561,288740561rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,Apoe4_homozygous;Trem2R47H_homozygous,C57BL6J,IU-NB-109C,,,5/22/2017,5/30/2018,,266115,98,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,98,,Virgin,,Apoe4Trem2R47H 12mo PTSM,288740561,6%,,,,LOAD1
288748618,288748618rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,8/31/2017,5/4/2018,,266748,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 12 month molecular",288748618,6%,109C,,,LOAD1
288753161,288753161rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,9/4/2017,1/8/2018,,266455,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 4 month molecular",288753161,6%,109C,,,APOE4
288753444,288753444rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,8/16/2017,4/11/2018,,266457,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288753444,6%,109C,,,APOE4
288757086,288757086rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,8/31/2017,10/16/2018,,266756,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 12 month molecular",288757086,6%,109C,,,LOAD1
288757705,288757705rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,8/17/2017,8/17/2018,,266470,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 12 month molecular",288757705,6%,109C,,,APOE4
288760894,288760894rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,8/17/2017,8/17/2018,,266469,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 12 month molecular",288760894,6%,109C,,,APOE4
288765082,288765082rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,8/17/2017,8/17/2018,,266476,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 12 month molecular",288765082,6%,109C,,,APOE4
288765242,288765242rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,9/4/2017,10/16/2018,,266757,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 12 month molecular",288765242,6%,109C,,,LOAD1
288765267,288765267rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,8/16/2017,4/11/2018,,266458,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288765267,6%,109C,,,APOE4
288765642,288765642rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,8/16/2017,4/11/2018,,266460,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288765642,6%,109C,,,APOE4
288777917,288777917rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,8/17/2017,8/17/2018,,266472,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 12 month molecular",288777917,6%,109C,,,APOE4
288781671,288781671rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,Trem2R47H_homozygous,C57BL6J,NB109C,,,9/4/2017,5/4/2018,,267084,,27918,C57BL/6J-Trem2em1Adiuj/J,Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"Trem2R47H molecular , 8 month molecular",288781671,6%,109C,,,Trem2R47H
288781680,288781680rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,8/26/2017,8/21/2018,,266231,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 12 month molecular",288781680,6%,109C,,,LOAD1
288781801,288781801rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,Trem2R47H_homozygous,C57BL6J,NB109C,,M-349-17,2/16/2018,4/23/2019,,297850,,27918,C57BL/6J-Trem2em1Adiuj/J,Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"Trem2R47H molecular , 12 month molecular",288781801,6%,109C,,,Trem2R47H
288794516,288794516rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,5/30/2017,1/25/2018,,263933,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288794516,6%,109C,,,APOE4
288798260,288798260rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,8/16/2017,8/15/2018,,266468,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 12 month molecular",288798260,6%,109C,,,APOE4
288806758,288806758rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,C57BL6J,C57BL6J,NB109C,,,6/28/2018,6/25/2019,,301878,,664,C57BL/6J,C57BL6J,,IU,H.Harvested,H.Harvested,,,Virgin,,Deep Phenotyping 12mo,288806758,6%,109C,,,C57BL6J
288810291,288810291rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,Trem2R47H_homozygous,C57BL6J,NB109C,,M-178-17,11/9/2017,10/16/2018,,269410,,27918,C57BL/6J-Trem2em1Adiuj/J,Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"Trem2R47H molecular , 12 month molecular",288810291,6%,109C,,,Trem2R47H
288810976,288810976rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,Apoe4_homozygous;Trem2R47H_homozygous,C57BL6J,IU-NB-109C,,M-169-17,9/29/2017,6/5/2018,,287482,204,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,204,,Virgin,,Apoe4Trem2R47H 8mo FDG,288810976,6%,109C,,,LOAD1
288818637,288818637rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,C57BL6J,C57BL6J,NB109C,,,9/19/2017,5/22/2018,,267154,,664,C57BL/6J,C57BL6J,,IU,H.Harvested,H.Harvested,,,Virgin,,Deep Phenotyping 8mo,288818637,6%,109C,,,C57BL6J
288819165,288819165rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,5/30/2017,1/25/2018,,263934,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288819165,6%,109C,,,APOE4
288830894,288830894rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,8/16/2017,4/11/2018,,266462,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288830894,6%,109C,,,APOE4
288834943,288834943rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,10/8/2017,2/7/2018,,269536,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 4 month molecular",288834943,6%,109C,,,LOAD1
288835115,288835115rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,Trem2R47H_homozygous,C57BL6J,NB109C,,M-179-17,1/7/2018,5/22/2018,,295728,,27918,C57BL/6J-Trem2em1Adiuj/J,Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"Trem2R47H molecular , 4 month molecular",288835115,6%,109C,,,Trem2R47H
288851716,288851716rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous,C57BL6J,109C,,,9/1/2017,5/1/2018,,266464,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",288851716,6%,109C,,,APOE4
288851935,288851935rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,,9/4/2017,10/16/2018,,266758,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 12 month molecular",288851935,6%,109C,,,LOAD1
289000000,289000000rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,M-586-17,10/27/2018,2/28/2019,,313444,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 4 month molecular",289000000,6%,109C,,,LOAD1
289000001,289000001rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,M-586-17,10/27/2018,2/28/2019,,313445,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 4 month molecular",289000001,6%,109C,,,LOAD1
289000003,289000003rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,M-586-17,10/27/2018,2/28/2019,,313447,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 4 month molecular",289000003,6%,109C,,,LOAD1
289000004,289000004rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,APOE4_homozygous;Trem2R47H_homozygous,C57BL6J,NB109C,,M-586-17,10/27/2018,2/28/2019,,313448,,28709,B6.Cg-Apoetm1.1(APOE*4)AdiujTrem2em1Adiuj/J,APOE4Trem2R47H,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4.TREM2R47H Molecular, 4 month molecular",289000004,6%,109C,,,LOAD1
289445372,289445372rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,APOE4_homozygous,C57BL6J,109C,,,4/17/2017,12/18/2017,,263862,,27894,B6.Cg-Apoetm1.1(APOE*4)Adiuj/J,APOE4KI,,IU,H.Harvested,H.Harvested,,,Virgin,,"APOE4 Molecular, 8 month molecular",289445372,6%,109C,,,APOE4
